timestamp,open,high,low,close,volume
2014-05-30,100.7700,101.5400,98.8800,101.4600,124656300
2014-04-30,98.3100,101.9800,96.0500,101.2900,180242400
2014-03-31,91.1300,98.6000,90.8300,98.2300,181324400
2014-02-28,88.7500,92.9900,86.0900,92.1200,150415074
2014-01-31,91.1400,95.3800,88.1500,88.4700,192804300
2013-12-31,94.4100,94.7900,89.7700,91.5900,151086000
2013-11-29,92.3801,95.9900,92.2800,94.6600,131026200
2013-10-31,86.5900,93.4500,85.5000,92.6100,173024000
2013-09-30,86.8900,90.7200,86.0000,86.6900,158876500
2013-08-30,94.1600,94.4000,85.8500,86.4100,204260800
2013-07-31,85.7200,94.4200,85.5000,93.5000,200315600
2013-06-28,84.2800,87.8224,82.1200,85.8600,210552200
2013-05-31,84.5000,89.9900,83.8800,84.1800,220724300
2013-04-30,81.3900,85.8900,80.3100,85.2300,218722300
2013-03-28,75.7900,81.5900,75.7300,81.5300,193396300
2013-02-28,74.1400,77.0200,73.5600,76.1100,177978400
2013-01-31,71.0200,74.8000,70.3000,73.9200,196795059
2012-12-31,69.8000,71.6200,69.1750,70.1000,232603000
2012-11-30,71.1000,71.9000,68.5100,69.7300,211662500
2012-10-31,68.9200,72.7400,67.8000,70.8200,267146700
2012-09-28,67.4900,69.6400,66.9700,68.9100,200224200
2012-08-31,69.4800,69.7500,66.8500,67.4300,224101500
2012-07-31,67.4200,69.7000,67.0000,69.2200,273347200
2012-06-29,62.0400,67.7000,61.7100,67.5600,451142100
2012-05-31,64.9100,65.4850,62.0000,62.4300,278010100
2012-04-30,66.0400,66.3000,62.7600,65.1000,229665900
2012-03-30,65.1100,66.1800,64.1200,65.9600,208163900
2012-02-29,65.9700,66.3200,64.0200,65.0800,192370000
2012-01-31,65.5900,66.0000,64.3400,65.9100,212136100
2011-12-30,64.6800,66.3150,62.8500,65.5800,210285200
2011-11-30,63.6800,65.4900,61.0500,64.7200,236914800
2011-10-31,63.6500,65.8600,60.8300,64.3900,251590300
2011-09-30,65.6600,66.1400,61.0000,63.6900,264862000
2011-08-31,65.2800,66.2300,59.0800,65.8000,491488700
2011-07-29,66.4800,68.0500,64.1300,64.7900,202614600
2011-06-30,67.0200,67.3600,64.6900,66.5200,231770300
2011-05-31,65.9200,67.3700,64.8000,67.2900,270892200
2011-04-29,59.6300,65.9750,59.0600,65.7200,270819500
2011-03-31,61.2500,61.5000,57.5000,59.2500,241612737
2011-02-28,59.7000,61.4500,59.3600,61.4400,199932400
2011-01-31,62.6300,63.5400,59.6900,59.7700,257253400
2010-12-31,62.1800,63.1600,61.5600,61.8500,212152900
2010-11-30,63.8800,64.9200,61.2500,61.5500,221392600
2010-10-29,62.0900,64.2300,61.3000,63.7400,208721800
2010-09-30,57.6700,62.7000,57.4400,61.9600,209239500
2010-08-31,58.5000,60.2500,56.9900,57.0200,239384600
2010-07-30,59.0700,61.7300,56.8600,58.0900,310708000
2010-06-30,58.2100,60.1500,57.5500,59.0600,313888500
2010-05-28,65.1600,65.6200,58.1900,58.3000,357775800
2010-04-30,65.3700,66.2000,64.2100,64.3000,235860700
2010-03-31,63.2700,65.4900,63.0200,65.2000,249947500
2010-02-26,63.2600,64.7000,61.8900,63.0000,213341500
2010-01-29,64.7100,65.9500,62.2200,62.8600,245125300
2009-12-31,62.9500,65.4100,62.9500,64.4100,212286400
2009-11-30,59.1500,63.4400,58.8000,62.8400,233417400
2009-10-30,60.9300,62.7400,58.7800,59.0500,280297200
2009-09-30,60.3500,61.5400,59.2800,60.8900,197460800
2009-08-31,61.1600,61.4900,59.5000,60.4400,211869300
2009-07-31,56.8200,62.4700,55.7100,60.8900,270356100
2009-06-30,55.7500,57.2300,54.5400,56.8000,301738000
2009-05-29,52.5300,56.4800,51.6700,55.1600,257261500
2009-04-30,52.3000,54.1300,50.1200,52.3600,306396300
2009-03-31,49.0000,53.7000,46.2500,52.6000,423319700
2009-02-27,57.4100,59.1300,49.9400,50.0000,308348500
2009-01-30,60.1300,61.0000,55.0900,57.6900,349391400
2008-12-31,57.6600,60.2500,54.9500,59.8300,315194900
2008-11-28,61.4900,63.0100,54.4900,58.5800,375653400
2008-10-31,69.0700,69.0700,52.0600,61.3400,640425500
2008-09-30,71.0900,72.7600,66.9000,69.2800,367504200
2008-08-29,68.5000,71.9000,67.9300,70.4300,224063800
2008-07-31,63.7500,69.2500,63.7400,68.4700,308621600
2008-06-30,66.5500,67.1000,63.1000,64.3400,228287700
2008-05-30,67.1300,68.3200,64.5400,66.7400,219962000
2008-04-30,65.0000,67.7400,64.5100,67.0900,221952400
2008-03-31,62.1400,65.8100,61.1700,64.8700,259617600
2008-02-29,63.3100,64.0900,61.3600,61.9600,218925600
2008-01-31,66.5600,68.8500,61.7200,63.1400,339978400
2007-12-31,67.4700,68.5000,66.5500,66.7000,197170400
2007-11-30,64.8000,68.7500,63.7300,67.7400,284874000
2007-10-31,65.6600,66.8000,63.5500,65.1700,232885800
2007-09-28,61.6300,65.7500,61.2600,65.7000,220556400
2007-08-31,60.5100,62.9800,60.3100,61.7900,331077300
2007-07-31,61.9400,63.8800,59.7200,60.5000,290358700
2007-06-29,63.3500,63.7700,60.7300,61.6200,259962000
2007-05-31,64.5300,64.9400,61.6500,63.2700,280281700
2007-04-30,60.2600,65.4500,60.0300,64.2200,248968100
2007-03-30,62.3000,62.9300,59.8700,60.2600,318147400
2007-02-28,66.8000,67.1500,62.7200,62.9300,192375400
2007-01-31,66.1300,68.2200,65.9000,66.8000,175594400
2006-12-29,65.9100,67.2500,65.2900,66.0200,157532600
2006-11-30,67.3800,69.0300,65.2200,65.9100,196072100
2006-10-31,65.0000,69.4100,64.5000,67.4000,189511300
2006-09-29,64.8700,65.0400,63.2500,64.9400,128522300
2006-08-31,62.3800,65.1300,62.2900,64.6600,150477100
2006-07-31,60.1300,63.0000,59.6842,62.5500,134968800
2006-06-30,60.2500,62.0000,58.9700,59.9200,199396300
2006-05-31,58.7100,60.9300,58.1900,60.2200,196603700
2006-04-28,59.4900,59.7600,57.3200,58.6100,171133300
2006-03-31,57.6200,61.1000,57.4500,59.2200,181202600
2006-02-28,57.6700,59.7100,56.6500,57.6500,183341700
2006-01-31,61.0700,63.1000,57.4500,57.5400,220695200
2005-12-30,61.8500,62.0600,59.7600,60.1000,189869600
2005-11-30,62.4800,63.7800,60.0000,61.7500,241169500
2005-10-31,63.1800,64.5999,60.5300,62.6200,224158000
2005-09-30,63.1800,65.3300,62.8500,63.2800,139445700
2005-08-31,64.2500,65.3500,61.6500,63.3900,138029400
2005-07-29,64.8200,65.4300,62.6700,63.9600,149908400
2005-06-30,67.1000,67.6100,64.4300,65.0000,162476400
2005-05-31,68.6800,68.8700,66.7550,67.1000,125789400
2005-04-29,67.3200,69.9900,66.6500,68.6300,158634500
2005-03-31,66.4700,68.6800,66.1200,67.1600,158100100
2005-02-28,64.6100,66.8900,64.5200,65.6000,107556700
2005-01-31,63.3500,64.9800,61.2000,64.7000,136191800
2004-12-31,60.3300,64.2500,59.6000,63.4200,173950700
2004-11-30,58.3500,61.4900,57.8100,60.3200,123981200
2004-10-29,56.3900,58.4800,54.8100,58.3800,139893100
2004-09-30,58.0000,58.8000,56.0900,56.3300,110410900
2004-08-31,55.0000,58.1000,54.3700,58.1000,107083900
2004-07-30,55.3500,58.1400,54.4300,55.2700,141900800
2004-06-30,55.2300,57.2800,54.5000,55.7000,125332400
2004-05-28,54.2200,56.3900,54.0200,55.7100,140688600
2004-04-30,51.0500,54.7700,49.9000,54.0300,166843100
2004-03-31,54.4900,54.4900,49.2500,50.7200,172924700
2004-02-27,53.4100,54.9000,52.7900,53.9100,126994200
2004-01-30,51.6600,54.0400,50.4300,53.4200,172050600
2003-12-31,50.3000,51.7400,48.7900,51.6600,185895500
2003-11-28,50.0800,52.8900,48.2600,49.3000,164719400
2003-10-31,49.7100,51.1500,48.0500,50.3300,200619900
2003-09-30,49.7800,52.5000,49.0900,49.5200,197900400
2003-08-29,50.9500,52.2500,49.0000,49.5800,154672000
2003-07-31,51.7000,54.2400,50.5500,51.7900,180959900
2003-06-30,54.3500,55.5700,50.7500,51.7000,216949500
2003-05-30,56.3600,57.5200,52.5500,54.3500,161675800
2003-04-30,57.8700,59.0800,53.9500,56.3600,159363100
2003-03-31,53.1600,58.6800,51.5000,57.8700,160153900
2003-02-28,53.5000,53.9500,49.1000,52.4500,139008100
2003-01-31,54.2500,57.5500,51.5400,53.6100,157116600
2002-12-31,56.5900,57.0700,53.0000,53.7100,143258800
2002-11-29,58.3300,61.2500,56.3000,57.0200,134767300
2002-10-31,54.9500,61.3000,54.3000,58.7500,223245600
2002-09-30,53.8800,56.2500,51.4500,54.0800,146893100
2002-08-30,53.0000,56.5000,49.7500,54.3100,159253500
2002-07-31,51.7000,54.8500,41.0200,53.0000,343494700
2002-06-28,61.1000,61.7400,52.0000,52.2600,185599200
2002-05-31,63.9700,64.6300,59.1600,61.3500,162571200
2002-04-30,65.2900,65.2900,61.7800,63.8600,160057900
2002-03-28,60.9000,65.8900,60.6000,64.9500,154776300
2002-02-28,58.3300,60.9700,54.7000,60.9000,131715000
2002-01-31,58.9000,60.1000,56.6000,57.5100,131885400
2001-12-31,58.7400,60.1800,55.4200,59.1000,169195500
2001-11-30,57.5800,60.9700,57.5100,58.2500,144831900
2001-10-31,55.4000,59.6600,53.0500,57.9100,181677000
2001-09-28,55.7500,57.1600,50.2000,55.4000,176432200
2001-08-31,54.1000,57.6000,52.3000,52.7100,163136000
2001-07-31,50.1000,54.9800,50.0000,54.1000,164167000
2001-06-29,96.9600,103.5000,49.1300,49.9600,150360550
2001-05-31,96.6000,102.0000,95.8200,96.9500,92320700
2001-04-30,87.5000,96.7000,85.1900,96.4800,104800400
2001-03-30,97.8000,99.8500,80.5000,87.4700,147648000
2001-02-28,93.1300,98.2500,93.1300,97.3300,58485900
2001-01-31,104.0000,104.7000,90.3800,93.1300,84223300
2000-12-29,99.2500,105.9000,95.2500,105.1000,69949800
2000-11-30,92.0000,103.0000,89.1900,100.0000,69216000
2000-10-31,94.1900,97.5000,90.3100,92.1300,71004700
2000-09-29,92.5000,97.8100,90.3100,93.9400,48267500
2000-08-31,92.5000,98.8800,91.2500,91.9600,50177300
2000-07-31,101.3000,101.4000,90.2500,93.0600,67023900
2000-06-30,89.2500,102.0000,82.5000,101.9000,74942800
2000-05-31,82.2500,90.0000,81.8800,89.5000,60104100
2000-04-28,70.6300,84.4400,70.0000,82.5000,85393700
2000-03-31,72.2500,82.2500,66.1300,70.2500,139902700
2000-02-29,85.4400,86.3100,70.0600,72.0000,93261000
